<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
price_usd_nerkhapi,d,20151123,000000,35860,35980,35860,35950
price_usd_nerkhapi,d,20151124,000000,35950,36050,35950,36000
price_usd_nerkhapi,d,20151125,000000,36050,36170,36050,36170
price_usd_nerkhapi,d,20151126,000000,36300,36350,36300,36320
price_usd_nerkhapi,d,20151128,000000,36320,36700,36320,36650
price_usd_nerkhapi,d,20151129,000000,36550,36800,36550,36550
price_usd_nerkhapi,d,20151130,000000,36360,36550,36360,36450
price_usd_nerkhapi,d,20151201,000000,36490,36650,36490,36590
price_usd_nerkhapi,d,20151203,000000,36620,36620,36620,36620
price_usd_nerkhapi,d,20151205,000000,36280,36400,36280,36300
price_usd_nerkhapi,d,20151206,000000,36180,36430,36180,36410
price_usd_nerkhapi,d,20151207,000000,36450,36580,36450,36450
price_usd_nerkhapi,d,20151208,000000,36350,36580,36350,36580
price_usd_nerkhapi,d,20151209,000000,36440,36590,36440,36480
price_usd_nerkhapi,d,20151213,000000,36480,36530,36480,36510
price_usd_nerkhapi,d,20151214,000000,36310,36510,36310,36310
price_usd_nerkhapi,d,20151215,000000,36180,36330,36180,36280
price_usd_nerkhapi,d,20151216,000000,36350,36560,36350,36550
price_usd_nerkhapi,d,20151217,000000,36580,36610,36580,36580
price_usd_nerkhapi,d,20151219,000000,36410,36560,36410,36410
price_usd_nerkhapi,d,20151220,000000,36330,36430,36330,36430
price_usd_nerkhapi,d,20151221,000000,36400,36480,36400,36400
price_usd_nerkhapi,d,20151222,000000,36430,36560,36430,36560
price_usd_nerkhapi,d,20151223,000000,36610,36700,36610,36650
price_usd_nerkhapi,d,20151224,000000,36730,36830,36730,36750
price_usd_nerkhapi,d,20151226,000000,36700,36830,36700,36700
price_usd_nerkhapi,d,20151227,000000,36650,36780,36650,36650
price_usd_nerkhapi,d,20151228,000000,36600,36670,36600,36650
price_usd_nerkhapi,d,20151230,000000,36670,36780,36670,36780
price_usd_nerkhapi,d,20151231,000000,36820,36850,36820,36820
price_usd_nerkhapi,d,20160102,000000,36700,36900,36700,36700
price_usd_nerkhapi,d,20160103,000000,36700,36750,36700,36750
price_usd_nerkhapi,d,20160104,000000,36770,36800,36770,36780
price_usd_nerkhapi,d,20160105,000000,36760,37080,36760,37080
price_usd_nerkhapi,d,20160106,000000,37080,37150,37080,37080
price_usd_nerkhapi,d,20160107,000000,37040,37130,37040,37060
price_usd_nerkhapi,d,20160108,000000,37040,37060,37040,37060
price_usd_nerkhapi,d,20160109,000000,37040,37350,37040,37290
price_usd_nerkhapi,d,20160110,000000,37220,37390,37220,37220
price_usd_nerkhapi,d,20160111,000000,36980,37230,36980,36990
price_usd_nerkhapi,d,20160112,000000,36700,36940,36700,36930
price_usd_nerkhapi,d,20160113,000000,36670,36670,36670,36670
price_usd_nerkhapi,d,20160114,000000,36450,36650,36450,36450
price_usd_nerkhapi,d,20160116,000000,35950,36430,35950,35970
price_usd_nerkhapi,d,20160117,000000,35780,36400,35780,36240
price_usd_nerkhapi,d,20160118,000000,36220,36440,36220,36250
price_usd_nerkhapi,d,20160119,000000,35970,36250,35970,36000
price_usd_nerkhapi,d,20160120,000000,35970,36170,35970,36170
price_usd_nerkhapi,d,20160121,000000,36200,36360,36200,36360
price_usd_nerkhapi,d,20160123,000000,36320,36600,36320,36600
price_usd_nerkhapi,d,20160124,000000,36570,36570,36570,36570
price_usd_nerkhapi,d,20160125,000000,36410,36560,36410,36500
price_usd_nerkhapi,d,20160126,000000,36500,36610,36500,36610
price_usd_nerkhapi,d,20160127,000000,36490,36680,36490,36530
price_usd_nerkhapi,d,20160128,000000,36370,36530,36370,36430
price_usd_nerkhapi,d,20160129,000000,36430,36450,36430,36430
price_usd_nerkhapi,d,20160130,000000,36230,36450,36230,36260
price_usd_nerkhapi,d,20160131,000000,36190,36440,36190,36250
price_usd_nerkhapi,d,20160201,000000,36340,36460,36340,36400
price_usd_nerkhapi,d,20160202,000000,36270,36400,36270,36290
price_usd_nerkhapi,d,20160203,000000,36350,36350,36350,36350
price_usd_nerkhapi,d,20160204,000000,36030,36130,36030,36040
price_usd_nerkhapi,d,20160206,000000,35860,36980,35860,35890
price_usd_nerkhapi,d,20160207,000000,35490,35540,35490,35490
price_usd_nerkhapi,d,20160208,000000,35410,35630,35410,35530
price_usd_nerkhapi,d,20160209,000000,35120,35590,35120,35180
price_usd_nerkhapi,d,20160210,000000,35050,35720,35050,35110
price_usd_nerkhapi,d,20160213,000000,34930,35110,34930,34930
price_usd_nerkhapi,d,20160214,000000,34480,34910,34480,34570
price_usd_nerkhapi,d,20160215,000000,34550,34860,34550,34810
price_usd_nerkhapi,d,20160216,000000,34410,34670,34410,34570
price_usd_nerkhapi,d,20160217,000000,34620,34830,34620,34830
price_usd_nerkhapi,d,20160218,000000,34860,35000,34860,34940
price_usd_nerkhapi,d,20160220,000000,34470,34920,34470,34590
price_usd_nerkhapi,d,20160221,000000,34420,34800,34420,34670
price_usd_nerkhapi,d,20160222,000000,34640,34870,34640,34700
price_usd_nerkhapi,d,20160223,000000,34690,34880,34690,34800
price_usd_nerkhapi,d,20160224,000000,34830,34970,34830,34970
price_usd_nerkhapi,d,20160225,000000,34960,35030,34960,35020
price_usd_nerkhapi,d,20160227,000000,35010,35130,35010,35050
price_usd_nerkhapi,d,20160228,000000,34730,35010,34730,34740
price_usd_nerkhapi,d,20160229,000000,34670,34790,34670,34750
price_usd_nerkhapi,d,20160301,000000,34680,34760,34680,34700
price_usd_nerkhapi,d,20160302,000000,34710,34810,34710,34710
price_usd_nerkhapi,d,20160303,000000,34560,34700,34560,34580
price_usd_nerkhapi,d,20160305,000000,34300,34570,34300,34300
price_usd_nerkhapi,d,20160306,000000,34270,34410,34270,34330
price_usd_nerkhapi,d,20160307,000000,34240,34380,34240,34270
price_usd_nerkhapi,d,20160308,000000,34070,34270,34070,34130
price_usd_nerkhapi,d,20160309,000000,34110,34340,34110,34310
price_usd_nerkhapi,d,20160310,000000,34370,34470,34370,34430
price_usd_nerkhapi,d,20160312,000000,34250,34420,34250,34250
price_usd_nerkhapi,d,20160313,000000,34250,34260,34250,34250
price_usd_nerkhapi,d,20160314,000000,34200,34300,34200,34250
price_usd_nerkhapi,d,20160315,000000,34260,34350,34260,34320
price_usd_nerkhapi,d,20160316,000000,34310,34510,34310,34510
price_usd_nerkhapi,d,20160317,000000,34630,34770,34630,34680
price_usd_nerkhapi,d,20160326,000000,34650,34840,34650,34780
price_usd_nerkhapi,d,20160327,000000,34700,34780,34700,34750
price_usd_nerkhapi,d,20160328,000000,34730,34830,34730,34830
price_usd_nerkhapi,d,20160329,000000,34810,34970,34810,34970
price_usd_nerkhapi,d,20160330,000000,34840,35000,34840,34920
price_usd_nerkhapi,d,20160331,000000,34650,34920,34650,34650
price_usd_nerkhapi,d,20160402,000000,34730,35040,34730,34960
price_usd_nerkhapi,d,20160403,000000,34590,36340,34590,34620
price_usd_nerkhapi,d,20160404,000000,34560,34690,34560,34690
price_usd_nerkhapi,d,20160405,000000,34710,34930,34710,34910
price_usd_nerkhapi,d,20160406,000000,34830,34970,34830,34860
price_usd_nerkhapi,d,20160407,000000,34750,34880,34750,34790
price_usd_nerkhapi,d,20160409,000000,34710,34830,34710,34820
price_usd_nerkhapi,d,20160410,000000,34820,34910,34820,34850
price_usd_nerkhapi,d,20160411,000000,34750,34860,34750,34790
price_usd_nerkhapi,d,20160412,000000,34800,34880,34800,34820
price_usd_nerkhapi,d,20160413,000000,34700,34810,34700,34720
price_usd_nerkhapi,d,20160414,000000,34700,34740,34700,34720
price_usd_nerkhapi,d,20160416,000000,34740,34820,34740,34740
price_usd_nerkhapi,d,20160417,000000,34600,34740,34600,34600
price_usd_nerkhapi,d,20160418,000000,34610,34640,34610,34630
price_usd_nerkhapi,d,20160419,000000,34590,34730,34590,34730
price_usd_nerkhapi,d,20160420,000000,34650,34740,34650,34670
price_usd_nerkhapi,d,20160421,000000,34660,34670,34660,34670
price_usd_nerkhapi,d,20160423,000000,34660,34710,34660,34660
price_usd_nerkhapi,d,20160424,000000,34680,34780,34680,34730
price_usd_nerkhapi,d,20160425,000000,34710,34800,34710,34720
price_usd_nerkhapi,d,20160426,000000,34640,34730,34640,34640
price_usd_nerkhapi,d,20160427,000000,34660,34690,34660,34690
price_usd_nerkhapi,d,20160428,000000,34640,34680,34640,34660
price_usd_nerkhapi,d,20160430,000000,34560,34660,34560,34560
price_usd_nerkhapi,d,20160501,000000,34520,34610,34520,34610
price_usd_nerkhapi,d,20160502,000000,34550,34640,34550,34560
price_usd_nerkhapi,d,20160503,000000,34510,34580,34510,34510
price_usd_nerkhapi,d,20160504,000000,34420,36150,34420,34440
price_usd_nerkhapi,d,20160505,000000,34450,34450,34450,34450
price_usd_nerkhapi,d,20160507,000000,34330,34490,34330,34480
price_usd_nerkhapi,d,20160508,000000,34430,34550,34430,34450
price_usd_nerkhapi,d,20160509,000000,34380,34530,34380,34530
price_usd_nerkhapi,d,20160510,000000,34520,34570,34520,34570
price_usd_nerkhapi,d,20160512,000000,34460,34490,34460,34470
price_usd_nerkhapi,d,20160514,000000,34440,34490,34440,34450
price_usd_nerkhapi,d,20160515,000000,34380,34450,34380,34440
price_usd_nerkhapi,d,20160516,000000,34370,34450,34370,34400
price_usd_nerkhapi,d,20160517,000000,34380,34410,34380,34390
price_usd_nerkhapi,d,20160518,000000,34360,34410,34360,34400
price_usd_nerkhapi,d,20160519,000000,34410,34440,34410,34420
price_usd_nerkhapi,d,20160521,000000,34410,34450,34410,34430
price_usd_nerkhapi,d,20160523,000000,34430,34580,34430,34580
price_usd_nerkhapi,d,20160524,000000,34570,34650,34570,34650
price_usd_nerkhapi,d,20160525,000000,34610,34680,34610,34610
price_usd_nerkhapi,d,20160526,000000,34610,34680,34610,34680
price_usd_nerkhapi,d,20160528,000000,34680,34940,34680,34900
price_usd_nerkhapi,d,20160529,000000,34760,34940,34760,34770
price_usd_nerkhapi,d,20160530,000000,34620,34770,34620,34730
price_usd_nerkhapi,d,20160531,000000,34690,34800,34690,34710
price_usd_nerkhapi,d,20160601,000000,34650,34760,34650,34750
price_usd_nerkhapi,d,20160602,000000,34760,34800,34760,34780
price_usd_nerkhapi,d,20160605,000000,34690,34770,34690,34690
price_usd_nerkhapi,d,20160606,000000,34560,34690,34560,34580
price_usd_nerkhapi,d,20160607,000000,34580,34650,34580,34600
price_usd_nerkhapi,d,20160608,000000,34560,34660,34560,34640
price_usd_nerkhapi,d,20160609,000000,34640,34690,34640,34690
price_usd_nerkhapi,d,20160611,000000,34650,34720,34650,34670
price_usd_nerkhapi,d,20160612,000000,34620,34670,34620,34650
price_usd_nerkhapi,d,20160613,000000,34570,34650,34570,34580
price_usd_nerkhapi,d,20160614,000000,34570,34640,34570,34620
price_usd_nerkhapi,d,20160615,000000,34620,34660,34620,34630
price_usd_nerkhapi,d,20160616,000000,34590,34640,34590,34590
price_usd_nerkhapi,d,20160618,000000,34560,34610,34560,34590
price_usd_nerkhapi,d,20160619,000000,34540,34600,34540,34560
price_usd_nerkhapi,d,20160620,000000,34550,34610,34550,34590
price_usd_nerkhapi,d,20160621,000000,34580,34640,34580,34640
price_usd_nerkhapi,d,20160622,000000,34640,34690,34640,34650
price_usd_nerkhapi,d,20160623,000000,34660,34690,34660,34690
price_usd_nerkhapi,d,20160625,000000,34590,34810,34590,34800
price_usd_nerkhapi,d,20160626,000000,34780,34970,34780,34960
price_usd_nerkhapi,d,20160628,000000,34960,35110,34960,35050
price_usd_nerkhapi,d,20160629,000000,34900,35390,34900,35370
price_usd_nerkhapi,d,20160630,000000,35170,35500,35170,35420
price_usd_nerkhapi,d,20160702,000000,32830,35440,32830,35170
price_usd_nerkhapi,d,20160703,000000,34920,35140,34920,34960
price_usd_nerkhapi,d,20160704,000000,34780,34940,34780,34830
price_usd_nerkhapi,d,20160705,000000,34770,34840,34770,34820
price_usd_nerkhapi,d,20160709,000000,34750,35010,34750,34810
price_usd_nerkhapi,d,20160710,000000,34900,35010,34900,34900
price_usd_nerkhapi,d,20160711,000000,34510,35130,34510,35010
price_usd_nerkhapi,d,20160712,000000,35020,35200,35020,35080
price_usd_nerkhapi,d,20160713,000000,35010,35760,35010,35020
price_usd_nerkhapi,d,20160714,000000,35000,35120,35000,35080
price_usd_nerkhapi,d,20160716,000000,35050,35200,35050,35080
price_usd_nerkhapi,d,20160717,000000,34940,35070,34940,35020
price_usd_nerkhapi,d,20160718,000000,35030,35100,35030,35030
price_usd_nerkhapi,d,20160719,000000,35050,35100,35050,35050
price_usd_nerkhapi,d,20160720,000000,35000,35060,35000,35060
price_usd_nerkhapi,d,20160721,000000,35070,35150,35070,35080
price_usd_nerkhapi,d,20160723,000000,35080,35130,35080,35100
price_usd_nerkhapi,d,20160724,000000,35120,35190,35120,35150
price_usd_nerkhapi,d,20160725,000000,35120,35200,35120,35160
price_usd_nerkhapi,d,20160726,000000,35160,35250,35160,35240
price_usd_nerkhapi,d,20160727,000000,35250,35390,35250,35310
price_usd_nerkhapi,d,20160728,000000,35290,35380,35290,35290
price_usd_nerkhapi,d,20160731,000000,35200,35430,35200,35330
price_usd_nerkhapi,d,20160801,000000,35300,35420,35300,35320
price_usd_nerkhapi,d,20160802,000000,35350,35430,35350,35360
price_usd_nerkhapi,d,20160803,000000,35300,35430,35300,35310
price_usd_nerkhapi,d,20160804,000000,35000,35300,35000,35270
price_usd_nerkhapi,d,20160806,000000,35230,35340,35230,35290
price_usd_nerkhapi,d,20160807,000000,35300,35430,35300,35400
price_usd_nerkhapi,d,20160808,000000,35280,35420,35280,35370
price_usd_nerkhapi,d,20160809,000000,33600,35390,33600,35380
price_usd_nerkhapi,d,20160810,000000,35340,35440,35340,35410
price_usd_nerkhapi,d,20160811,000000,35390,35450,35390,35400
price_usd_nerkhapi,d,20160813,000000,35380,35440,35380,35430
price_usd_nerkhapi,d,20160814,000000,35360,35440,35360,35380
price_usd_nerkhapi,d,20160815,000000,35330,35430,35330,35330
price_usd_nerkhapi,d,20160816,000000,35330,35380,35330,35380
price_usd_nerkhapi,d,20160817,000000,35380,35450,35380,35390
price_usd_nerkhapi,d,20160818,000000,35370,35420,35370,35380
price_usd_nerkhapi,d,20160820,000000,35340,35420,35340,35360
price_usd_nerkhapi,d,20160821,000000,35350,35390,35350,35390
price_usd_nerkhapi,d,20160822,000000,35380,35450,35380,35430
price_usd_nerkhapi,d,20160823,000000,35400,35470,35400,35410
price_usd_nerkhapi,d,20160824,000000,35400,35470,35400,35460
price_usd_nerkhapi,d,20160825,000000,35470,35520,35470,35490
price_usd_nerkhapi,d,20160827,000000,35480,35570,35480,35570
price_usd_nerkhapi,d,20160828,000000,35500,35590,35500,35550
price_usd_nerkhapi,d,20160829,000000,35490,35550,35490,35490
price_usd_nerkhapi,d,20160830,000000,35450,35550,35450,35520
price_usd_nerkhapi,d,20160831,000000,35530,35590,35530,35580
price_usd_nerkhapi,d,20160901,000000,35590,35630,35590,35610
price_usd_nerkhapi,d,20160903,000000,35560,35640,35560,35610
price_usd_nerkhapi,d,20160904,000000,35540,35640,35540,35570
price_usd_nerkhapi,d,20160905,000000,35480,35580,35480,35490
price_usd_nerkhapi,d,20160906,000000,35500,35570,35500,35530
price_usd_nerkhapi,d,20160907,000000,35510,35540,35510,35510
price_usd_nerkhapi,d,20160908,000000,35500,35570,35500,35520
price_usd_nerkhapi,d,20160910,000000,35480,35530,35480,35500
price_usd_nerkhapi,d,20160911,000000,35500,35540,35500,35540
price_usd_nerkhapi,d,20160913,000000,35510,35530,35510,35510
price_usd_nerkhapi,d,20160914,000000,35500,35570,35500,35520
price_usd_nerkhapi,d,20160915,000000,35520,35530,35520,35530
price_usd_nerkhapi,d,20160917,000000,35540,35600,35540,35580
price_usd_nerkhapi,d,20160918,000000,35560,35610,35560,35600
price_usd_nerkhapi,d,20160919,000000,35600,35640,35600,35610
price_usd_nerkhapi,d,20160921,000000,35630,35700,35630,35680
price_usd_nerkhapi,d,20160922,000000,35610,35700,35610,35660
price_usd_nerkhapi,d,20160924,000000,35630,35690,35630,35640
price_usd_nerkhapi,d,20160925,000000,35650,35720,35650,35700
price_usd_nerkhapi,d,20160926,000000,35650,35740,35650,35670
price_usd_nerkhapi,d,20160927,000000,35650,35740,35650,35700
price_usd_nerkhapi,d,20160928,000000,35690,35790,35690,35730
price_usd_nerkhapi,d,20160929,000000,35700,35780,35700,35760
price_usd_nerkhapi,d,20161001,000000,35780,35840,35780,35810
price_usd_nerkhapi,d,20161002,000000,35760,35830,35760,35800
price_usd_nerkhapi,d,20161003,000000,35800,35860,35800,35830
price_usd_nerkhapi,d,20161004,000000,35800,35880,35800,35850
price_usd_nerkhapi,d,20161005,000000,35800,35890,35800,35890
price_usd_nerkhapi,d,20161006,000000,35800,35910,35800,35860
price_usd_nerkhapi,d,20161008,000000,35810,35890,35810,35830
price_usd_nerkhapi,d,20161009,000000,35780,35860,35780,35850
price_usd_nerkhapi,d,20161010,000000,35860,35950,35860,35940
price_usd_nerkhapi,d,20161013,000000,35950,35950,35950,35950
price_usd_nerkhapi,d,20161015,000000,35940,36010,35940,35980
price_usd_nerkhapi,d,20161016,000000,35930,35960,35930,35960
price_usd_nerkhapi,d,20161017,000000,35880,35970,35880,35880
price_usd_nerkhapi,d,20161018,000000,35870,35910,35870,35900
price_usd_nerkhapi,d,20161019,000000,35880,35930,35880,35890
price_usd_nerkhapi,d,20161020,000000,35860,35920,35860,35920
price_usd_nerkhapi,d,20161022,000000,35900,35940,35900,35910
price_usd_nerkhapi,d,20161023,000000,35900,35990,35900,35980
price_usd_nerkhapi,d,20161024,000000,35970,36120,35970,36110
price_usd_nerkhapi,d,20161025,000000,36060,36190,36060,36110
price_usd_nerkhapi,d,20161026,000000,36070,36190,36070,36190
price_usd_nerkhapi,d,20161027,000000,36180,36230,36180,36190
price_usd_nerkhapi,d,20161029,000000,36130,36200,36130,36150
price_usd_nerkhapi,d,20161030,000000,36130,36180,36130,36160
price_usd_nerkhapi,d,20161031,000000,36170,36280,36170,36280
price_usd_nerkhapi,d,20161101,000000,36250,36330,36250,36270
price_usd_nerkhapi,d,20161102,000000,36230,36280,36230,36230
price_usd_nerkhapi,d,20161103,000000,36170,36220,36170,36220
price_usd_nerkhapi,d,20161105,000000,36220,36260,36220,36260
price_usd_nerkhapi,d,20161106,000000,36250,36300,36250,36260
price_usd_nerkhapi,d,20161107,000000,36210,36300,36210,36260
price_usd_nerkhapi,d,20161108,000000,36260,36370,36260,36360
price_usd_nerkhapi,d,20161109,000000,36400,36560,36400,36510
price_usd_nerkhapi,d,20161110,000000,36470,36550,36470,36540
price_usd_nerkhapi,d,20161112,000000,36530,36590,36530,36550
price_usd_nerkhapi,d,20161113,000000,36520,36620,36520,36580
price_usd_nerkhapi,d,20161114,000000,36580,36760,36580,36730
price_usd_nerkhapi,d,20161115,000000,36770,36810,36770,36800
price_usd_nerkhapi,d,20161116,000000,36820,37250,36820,37020
price_usd_nerkhapi,d,20161117,000000,37020,37050,37020,37030
price_usd_nerkhapi,d,20161119,000000,36800,37010,36800,36800
price_usd_nerkhapi,d,20161121,000000,36750,36840,36750,36840
price_usd_nerkhapi,d,20161122,000000,36850,37080,36850,37080
price_usd_nerkhapi,d,20161123,000000,37090,37520,37090,37390
price_usd_nerkhapi,d,20161124,000000,37280,37430,37280,37430
price_usd_nerkhapi,d,20161126,000000,37340,37690,37340,37660
price_usd_nerkhapi,d,20161127,000000,37630,38260,37630,38150
price_usd_nerkhapi,d,20161128,000000,38140,38150,38140,38150
price_usd_nerkhapi,d,20161129,000000,38140,39060,38140,39000
price_usd_nerkhapi,d,20161201,000000,38390,38580,38390,38390
price_usd_nerkhapi,d,20161203,000000,37910,38670,37910,38660
price_usd_nerkhapi,d,20161204,000000,38690,39480,38690,39260
price_usd_nerkhapi,d,20161205,000000,38850,39190,38850,39030
price_usd_nerkhapi,d,20161206,000000,38890,39250,38890,38930
